city,store,address,zip,phone,self_checkout,lat,lng
Webster,CVS Pharmacy #498,112 East Main Street,01570,(508)949-0641,,42.0584225,-71.8662465
Webster,Price Chopper (F&P) #240,2 Worcester Road,01570,(508)943-7232,,42.0612634,-71.86232129999999
Wellesley,Roche Bros. Supermarkets #120,184 Linden Street,02481,(781)237-2115,,42.30123469999999,-71.29271059999999
West Boylston,Walmart Store #2267,137 W Boylston Street,01583,(508)835-1101,Yes,42.3552672,-71.7824472
West Boylston,CVS Pharmacy #705,264 W Boylston Street,01583,(508)835-3157,,42.34536749999999,-71.7875473
West Bridgewater,Market Basket #70,352 West Center Street,02379,(508)427-5472,,42.0150095,-71.0325234
West Bridgewater,Trucchi's Supermarket #2,53 East Center Street,02379,(508)824-5698,,42.02102350000001,-71.0036769
West Peabody,Big Y Foods #106,637 Lowell Street,01960,(978)536-3200,,42.5506628,-71.0014881
West Roxbury,Roche Bros. Supermarket #115,1800 Centre Street,02132,(617)469-5747,,42.2863137,-71.15181419999999
West Roxbury,Star Market (F&P) #3577,75 Spring Street,02132,(617)327-0564,Yes,42.2787338,-71.1632989
West Springfield,Big Y Foods #3,503 Memorial Ave,01089,(413)746-0999,,42.09452160000001,-72.60423209999999
West Springfield,CVS Pharmacy #1972,152 Elm Street,01089,(413)827-0734,,42.1073807,-72.6224625
West Springfield,Price Rite #347,1106 Union Street,01089,(413)731-7344,Yes,42.0948321,-72.6076324
West Springfield,Super Stop & Shop (F&P) #094,935 Riverdale Street,01089,(413)737-8770,Yes,42.1297367,-72.6232479
West Yarmouth,CVS Pharmacy #4313,438 Route 28,02673,(508)771-4429,,41.6511917,-70.2414387
Westboro,Big Y #141,290 Turnpike Road,01581,(508)621-2101,,42.280816,-71.646384
Westboro,Roche Bros. Supermarkets #119,1100 Union Street,01581,(508)836-3600,,42.27045,-71.60882099999999
Westboro,Super Stop & Shop (F&P) #497,32 Lyman Street,01581,(508)366-3961,Yes,42.28297209999999,-71.60985529999999
Westboro,Target Store T-1496,330 Turnpike Road,01581,(508)366-1426,Yes,42.2799011,-71.65528379999999
Westfield,Big Y Foods #10,1 East Silver Street,01085,(413)568-1001,,42.1123695,-72.7469131
Westfield,Big Y Foods (F&P) #68,475 East Main Street,01085,(413)562-5230,,42.1116811,-72.7231548
Westfield,CVS Pharmacy #1234,208 Elm Street,01085,(413)568-4149,,42.1246219,-72.748528
Westfield,Price Rite #338,303 East Main Street,01085,(413)572-6773,Yes,42.112873,-72.72692800000002
Westfield,Super Stop & Shop (F&P) #072,57 Main Street,01085,(413)562-2300,Yes,42.1193279,-72.7476016
Westfield,Walmart Store (F&P) #2174,141 Springfield Road,01085,(413)572-0400,Yes,42.1080199,-72.7074993
Westford,Market Basket #72,6A Cornerstone Square,01886,(978)589-1108,,42.565631,-71.42599799999999
Westford,Walgreens #9966,145 Littleton Road,01886,(978)692-3075,,42.5704134,-71.419652
Westport,CVS Pharmacy #7140,599 State Road,02790,(508)673-3072,,41.6600106,-71.08382739999999
Westwood,Roche Bros. Supermarket #104,338 Washington Street,02090,(781)326-9303,,42.2175143,-71.1878321
Westwood,Wegmans Food Markets #57,169 University Ave,02090,(781)234-0300,Yes,42.2068068,-71.154692
Weymouth,CVS Pharmacy #43,474 Washington Street,02188,(781)335-0404,,42.2077137,-70.9564469
Weymouth,Super Stop & Shop (F&P) #487,700 Middle Street,02188,(781)337-2782,Yes,42.200303,-70.9440917
Weymouth,Walmart Store #3200,740 Middle Street,02188,(781)331-0063,Yes,42.1997076,-70.9440917
Weymouth,Walgreens #6470,750 Washington Street,02188,(781)331-5301,,42.2022449,-70.94648819999999
Weymouth,Shaw's Supermarket #3413,610 Middle Street,02189,(781)331-5108,Yes,42.2027904,-70.9429771
Weymouth,CVS Pharmacy #1853,737 Bridge Street,02191,(781)335-3331,,42.2452878,-70.93562430000001
Whitinsville,CVS Pharmacy #302,1163 Providence Road,01588,(508)234-7341,,42.12525850000001,-71.6480064
Whitinsville,Shaw's Supermarket #1432,1177 Providence Road,01588,(508)234-0457,Yes,42.125633,-71.6482381
Whitinsville,Walmart Store (F&P) #2629,100 Valley Parkway,01588,(508)234-9034,Yes,42.1074506,-71.6991753
Whitman,Stop & Shop #444,475 Bedford Street,02382,(781)447-7817,Yes,42.0750393,-70.94616429999999
Whitman,Walgreens #10272,392 Bedford Street,02382,(781)447-0823,,42.07147320000001,-70.9483249
Wilbraham,Big Y Foods (F&P) #86,2035 Boston Road,01095,(413)543-0931,,42.1484045,-72.4715405
Wilbraham,CVS Pharmacy #2566,1990 Boston Road,01095,(413)543-8256,,42.149642,-72.47691859999999
Wilmington,Market Basket #3,260 Main Street,01887,(978)658-8411,,42.5552084,-71.17808529999999
Winchendon,CVS Pharmacy #8441,301 Central Street,01475,(978)297-3792,,42.686486,-72.0436221
Winchester,Stop & Shop #455,695 Main Street,01890,(781)721-1028,Yes,42.4559359,-71.13733189999999
Woburn,CVS Pharmacy #665,415 Main Street,01801,(781)935-5550,,42.4806653,-71.1509323
Woburn,Market Basket #20,310 Mishawum Road,01801,(781)933-0086,,42.50620970000001,-71.1317411
Woburn,Super Stop & Shop (F&P) #096,2 Elm Road,01801,(781)935-0821,Yes,42.48632,-71.1284184
Woburn,Target Store T-1266,101 Commerce Way,01801,(781)904-0002,Yes,42.5186944,-71.1347449
Woburn,Walgreens #21288,506 Main St,01801,(781)933-1850,,42.48259669999999,-71.15117219999999
Wollaston,CVS Pharmacy #1015,42 Beale Street,02170,(617)471-7451,,42.2664562,-71.0173743
Worcester,Big Y Foods (F&P) #43,100 Mayfield Street,01602,(508)793-9011,,42.2593675,-71.82619609999999
Worcester,CVS Pharmacy #1035,638 Chandler Street,01602,(508)798-0221,,42.2764921,-71.8530905
Worcester,CVS Pharmacy #166,115 Stafford Street,01603,(508)753-3297,,42.2385187,-71.84438639999999
Worcester,Price Chopper (F&P) #179,50 Cambridge Street,01603,(508)363-4870,,42.24296289999999,-71.8298947
Worcester,Shaw's Supermarket #0622,68 Stafford Street,01603,(508)755-5808,Yes,42.2413147,-71.8418672
Worcester,Plaza Supermarket,1000 Main Street,01603,(508)7652-5406,,42.24845819999999,-71.82586309999999
Worcester,CVS Pharmacy #1273,50 Southwest Cutoff,01604,(508)793-1903,,42.2393959,-71.7479759
Worcester,CVS Pharmacy #707,500 Grafton Street,01604,(508)798-8743,,42.2505296,-71.7794852
Worcester,Price Chopper #151,29 Sunderland Road,01604,(508)752-7061,,42.2470495,-71.7723522
Worcester,Value Mart,50 Hamilton Street,01604,(508)754-0553,,42.2558286,-71.7821842
Worcester,A&T Inc. dba Top Dollar Plus,112 Tacoma Street,01605,(508)852-0723,,42.3065266,-71.76964869999999
Worcester,A&T Inc. dba Top Dollar Plus,25 Tacoma Street,01605,(508)856-0191,,42.3029036,-71.7666642
Worcester,CVS Pharmacy #153,481 Lincoln Street,01605,(508)852-3578,,42.2931292,-71.7772959
Worcester,Popcorn Market,179 Belmont Street,01605,(508)754-1639,,42.2727935,-71.7875068
Worcester,Shaws Supermarket (F&P) #0624,14 West Boylston Street,01605,(508)852-5833,Yes,42.2886595,-71.8065436
Worcester,Stop & Shop (F&P) #85,940 West Boylston Street,01605,(508)852-0505,Yes,42.3262772,-71.7905919
Worcester,Market 32 by Price Chopper (F&P) #194,72 Pullman Street,01606,(508)854-8474,,42.3231243,-71.7972139
Worcester,PriceRite #334,117 Gold Star Blvd,01606,(508)853-7443,Yes,42.2914538,-71.80357839999999
Worcester,Walmart Store (F&P) #4387,25 Tobias Boland Way,01607,(774)314-3157,Yes,42.2333659,-71.7915466
Worcester,CVS Pharmacy #299,44 West Boylston Street,01608,(508)852-0238,,42.28965059999999,-71.80614349999999
Worcester,Price Chopper #148,221-223 Park Avenue,01609,(508)945-4203,,42.2708617,-71.8149734
Worcester,CVS Pharmacy #657,400 Park Ave,01610,(508)792-3866,,42.2576252,-71.8233161
Worcester,Four Way Meat Mkt dba Gala Foods,664 Main Street,01610,(508)438-3663,,42.2593049,-71.80628779999999
Worcester,America's Food Basket,4 May Street,01610,(508)753-3962,,42.2552135,-71.8146074
Worcester,Price Chopper #160,564 Southwest Cutoff,01610,(508)752-3737,,42.21396660000001,-71.797866
Worcester,PriceRite #310,520 Southbridge Street,01610,(508)797-6213,Yes,42.247651,-71.80922149999999
Worcester,Stop & Shop #37,541A Lincoln Street,01610,(508)853-8791,Yes,42.2936536,-71.77105209999999
Worcester,Walgreens #3151,320 Park Ave,01610,(508)767-1732,,42.2610509,-71.8214794
Worcester,Stop & Shop (F&P) #79,949 Grafton Street,01613,(508)791-8855,Yes,42.2462312,-71.7586106
